Data	Pheno_1	Pheno_2	Pheno_3	UNIQID	Colors_1	Colors_2	Colors_3	Family_CG	Order_2	Order_1	Order
HGDP	Bantu	AFR	HGDP	HGDP01031	#984EA3	#E41A1C	red	Fam	10_AFR	40_Bantu	4
HGDP	Bantu	AFR	HGDP	HGDP00994	#984EA3	#E41A1C	red	Fam	10_AFR	40_Bantu	4
HGDP	Bantu	AFR	HGDP	HGDP01028	#984EA3	#E41A1C	red	Fam	10_AFR	40_Bantu	4
HGDP	Bantu	AFR	HGDP	HGDP01030	#984EA3	#E41A1C	red	Fam	10_AFR	40_Bantu	4
HGDP	Bantu	AFR	HGDP	HGDP01405	#984EA3	#E41A1C	red	Fam	10_AFR	40_Bantu	4
HGDP	Bantu	AFR	HGDP	HGDP01406	#984EA3	#E41A1C	red	Fam	10_AFR	40_Bantu	4
HGDP	Bantu	AFR	HGDP	HGDP01408	#984EA3	#E41A1C	red	Fam	10_AFR	40_Bantu	4
HGDP	Bantu	AFR	HGDP	HGDP01411	#984EA3	#E41A1C	red	Fam	10_AFR	40_Bantu	4
HGDP	Bantu	AFR	HGDP	HGDP01412	#984EA3	#E41A1C	red	Fam	10_AFR	40_Bantu	4
HGDP	Bantu	AFR	HGDP	HGDP01414	#984EA3	#E41A1C	red	Fam	10_AFR	40_Bantu	4
HGDP	Bantu	AFR	HGDP	HGDP01415	#984EA3	#E41A1C	red	Fam	10_AFR	40_Bantu	4
HGDP	Bantu	AFR	HGDP	HGDP01416	#984EA3	#E41A1C	red	Fam	10_AFR	40_Bantu	4
HGDP	Bantu	AFR	HGDP	HGDP01417	#984EA3	#E41A1C	red	Fam	10_AFR	40_Bantu	4
HGDP	Bantu	AFR	HGDP	HGDP01418	#984EA3	#E41A1C	red	Fam	10_AFR	40_Bantu	4
HGDP	Bantu	AFR	HGDP	HGDP01033	#984EA3	#E41A1C	red	Fam	10_AFR	40_Bantu	4
HGDP	Bantu	AFR	HGDP	HGDP01034	#984EA3	#E41A1C	red	Fam	10_AFR	40_Bantu	4
HGDP	Bantu	AFR	HGDP	HGDP01035	#984EA3	#E41A1C	red	Fam	10_AFR	40_Bantu	4
HGDP	Bantu	AFR	HGDP	HGDP01419	#984EA3	#E41A1C	red	Fam	10_AFR	40_Bantu	4
HGDP	Yoruba	AFR	HGDP	HGDP00925	#FFFF33	#E41A1C	red	Fam	10_AFR	50_Yoruba	5
HGDP	Yoruba	AFR	HGDP	HGDP00926	#FFFF33	#E41A1C	red	Fam	10_AFR	50_Yoruba	5
HGDP	Yoruba	AFR	HGDP	HGDP00927	#FFFF33	#E41A1C	red	Fam	10_AFR	50_Yoruba	5
HGDP	Yoruba	AFR	HGDP	HGDP00929	#FFFF33	#E41A1C	red	Fam	10_AFR	50_Yoruba	5
HGDP	Yoruba	AFR	HGDP	HGDP00930	#FFFF33	#E41A1C	red	Fam	10_AFR	50_Yoruba	5
HGDP	Yoruba	AFR	HGDP	HGDP00931	#FFFF33	#E41A1C	red	Fam	10_AFR	50_Yoruba	5
HGDP	Yoruba	AFR	HGDP	HGDP00928	#FFFF33	#E41A1C	red	Fam	10_AFR	50_Yoruba	5
HGDP	Yoruba	AFR	HGDP	HGDP00933	#FFFF33	#E41A1C	red	Fam	10_AFR	50_Yoruba	5
HGDP	Yoruba	AFR	HGDP	HGDP00934	#FFFF33	#E41A1C	red	Fam	10_AFR	50_Yoruba	5
HGDP	Yoruba	AFR	HGDP	HGDP00935	#FFFF33	#E41A1C	red	Fam	10_AFR	50_Yoruba	5
HGDP	Yoruba	AFR	HGDP	HGDP00932	#FFFF33	#E41A1C	red	Fam	10_AFR	50_Yoruba	5
HGDP	Yoruba	AFR	HGDP	HGDP00937	#FFFF33	#E41A1C	red	Fam	10_AFR	50_Yoruba	5
HGDP	Yoruba	AFR	HGDP	HGDP00938	#FFFF33	#E41A1C	red	Fam	10_AFR	50_Yoruba	5
HGDP	Yoruba	AFR	HGDP	HGDP00939	#FFFF33	#E41A1C	red	Fam	10_AFR	50_Yoruba	5
HGDP	Yoruba	AFR	HGDP	HGDP00940	#FFFF33	#E41A1C	red	Fam	10_AFR	50_Yoruba	5
HGDP	Yoruba	AFR	HGDP	HGDP00941	#FFFF33	#E41A1C	red	Fam	10_AFR	50_Yoruba	5
HGDP	Yoruba	AFR	HGDP	HGDP00942	#FFFF33	#E41A1C	red	Fam	10_AFR	50_Yoruba	5
HGDP	Yoruba	AFR	HGDP	HGDP00943	#FFFF33	#E41A1C	red	Fam	10_AFR	50_Yoruba	5
HGDP	Yoruba	AFR	HGDP	HGDP00936	#FFFF33	#E41A1C	red	Fam	10_AFR	50_Yoruba	5
HGDP	Yoruba	AFR	HGDP	HGDP00920	#FFFF33	#E41A1C	red	Fam	10_AFR	50_Yoruba	5
HGDP	Yoruba	AFR	HGDP	HGDP00924	#FFFF33	#E41A1C	red	Fam	10_AFR	50_Yoruba	5
HapMap	YRI	AFR	HapMap	NA18500	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18504	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18501	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18502	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18503	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18508	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18860	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18859	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18858	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18515	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18516	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18517	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18521	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18522	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18523	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18505	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18506	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18507	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18854	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18853	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18852	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18857	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18856	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18855	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18863	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18862	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18861	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18914	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18913	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18912	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19094	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19092	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19093	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19103	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19101	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19102	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19139	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19138	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19137	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19202	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19200	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19201	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19173	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19171	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19172	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19205	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19203	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19204	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19211	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19210	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19209	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19208	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19207	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19206	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19161	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19160	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19159	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19221	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19223	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19222	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19120	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19119	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19116	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19142	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19141	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19140	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19154	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19153	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19152	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19145	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19144	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19143	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19129	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19128	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19127	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19132	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19130	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19131	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19100	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19098	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19099	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19194	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19192	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19193	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19240	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19239	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19238	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18484	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18486	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18488	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18485	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18487	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18489	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18497	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18498	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18499	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19109	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19107	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19108	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18869	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18868	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18867	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18509	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18511	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18510	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18518	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18519	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18520	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18875	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18874	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18873	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19252	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18907	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18908	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18911	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18910	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18909	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18930	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18917	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18916	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18925	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18923	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18924	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19199	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19198	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19197	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18935	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18934	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18933	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19180	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19178	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19179	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19186	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19184	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19185	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19097	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18872	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18871	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA18870	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19175	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19176	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19183	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19181	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19182	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19224	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19226	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19225	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19123	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19121	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19122	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19151	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
