Data	Pheno_1	Pheno_2	Pheno_3	UNIQID	Colors_1	Colors_2	Colors_3	Family_CG	Order_2	Order_1	Order
HapMap	YRI	AFR	HapMap	NA19150	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19149	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19148	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19146	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19147	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19115	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19113	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19114	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19258	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19256	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19257	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19174	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19117	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19118	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19215	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19213	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19214	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19191	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19189	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19190	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19237	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19236	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19235	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19249	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19248	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19247	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19096	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19095	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HapMap	YRI	AFR	HapMap	NA19177	#FFFF99	#E41A1C	blue	Fam	10_AFR	55_YRI	6
HGDP	Mandenka	AFR	HGDP	HGDP00907	#FF7F00	#E41A1C	red	Fam	10_AFR	60_Mandenka	7
HGDP	Mandenka	AFR	HGDP	HGDP00908	#FF7F00	#E41A1C	red	Fam	10_AFR	60_Mandenka	7
HGDP	Mandenka	AFR	HGDP	HGDP00909	#FF7F00	#E41A1C	red	Fam	10_AFR	60_Mandenka	7
HGDP	Mandenka	AFR	HGDP	HGDP00910	#FF7F00	#E41A1C	red	Fam	10_AFR	60_Mandenka	7
HGDP	Mandenka	AFR	HGDP	HGDP00911	#FF7F00	#E41A1C	red	Fam	10_AFR	60_Mandenka	7
HGDP	Mandenka	AFR	HGDP	HGDP00912	#FF7F00	#E41A1C	red	Fam	10_AFR	60_Mandenka	7
HGDP	Mandenka	AFR	HGDP	HGDP00913	#FF7F00	#E41A1C	red	Fam	10_AFR	60_Mandenka	7
HGDP	Mandenka	AFR	HGDP	HGDP00914	#FF7F00	#E41A1C	red	Fam	10_AFR	60_Mandenka	7
HGDP	Mandenka	AFR	HGDP	HGDP00915	#FF7F00	#E41A1C	red	Fam	10_AFR	60_Mandenka	7
HGDP	Mandenka	AFR	HGDP	HGDP00917	#FF7F00	#E41A1C	red	Fam	10_AFR	60_Mandenka	7
HGDP	Mandenka	AFR	HGDP	HGDP00918	#FF7F00	#E41A1C	red	Fam	10_AFR	60_Mandenka	7
HGDP	Mandenka	AFR	HGDP	HGDP01199	#FF7F00	#E41A1C	red	Fam	10_AFR	60_Mandenka	7
HGDP	Mandenka	AFR	HGDP	HGDP01200	#FF7F00	#E41A1C	red	Fam	10_AFR	60_Mandenka	7
HGDP	Mandenka	AFR	HGDP	HGDP01201	#FF7F00	#E41A1C	red	Fam	10_AFR	60_Mandenka	7
HGDP	Mandenka	AFR	HGDP	HGDP01202	#FF7F00	#E41A1C	red	Fam	10_AFR	60_Mandenka	7
HGDP	Mandenka	AFR	HGDP	HGDP01283	#FF7F00	#E41A1C	red	Fam	10_AFR	60_Mandenka	7
HGDP	Mandenka	AFR	HGDP	HGDP01284	#FF7F00	#E41A1C	red	Fam	10_AFR	60_Mandenka	7
HGDP	Mandenka	AFR	HGDP	HGDP01285	#FF7F00	#E41A1C	red	Fam	10_AFR	60_Mandenka	7
HGDP	Mandenka	AFR	HGDP	HGDP01286	#FF7F00	#E41A1C	red	Fam	10_AFR	60_Mandenka	7
HGDP	Mandenka	AFR	HGDP	HGDP00904	#FF7F00	#E41A1C	red	Fam	10_AFR	60_Mandenka	7
HGDP	Mandenka	AFR	HGDP	HGDP00905	#FF7F00	#E41A1C	red	Fam	10_AFR	60_Mandenka	7
HGDP	Mandenka	AFR	HGDP	HGDP00906	#FF7F00	#E41A1C	red	Fam	10_AFR	60_Mandenka	7
HapMap	LWK	AFR	HapMap	NA19027	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19036	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19028	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19031	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19035	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19046	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19307	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19308	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19309	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19310	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19311	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19313	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19314	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19315	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19316	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19038	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19041	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19044	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19321	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19324	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19327	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19328	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19332	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19334	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19346	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19347	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19350	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19352	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19359	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19360	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19371	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19372	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19373	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19374	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19375	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19376	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19377	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19379	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19380	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19381	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19382	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19383	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19384	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19385	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19390	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19391	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19393	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19394	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19396	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19397	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19398	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19399	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19403	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19404	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19428	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19317	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19318	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19319	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19434	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19435	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19436	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19437	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19438	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19439	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19440	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19443	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19444	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19445	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19446	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19448	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19449	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19451	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19452	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19455	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19456	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19457	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19462	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19463	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19466	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19467	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19468	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19469	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19470	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19471	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19472	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19473	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19474	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19020	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19312	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19331	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19338	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19351	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19355	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19395	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19401	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19453	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19461	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19429	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19430	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	LWK	AFR	HapMap	NA19431	#FDBF6F	#E41A1C	blue	Fam	10_AFR	70_LWK	8
HapMap	MKK	AFR	HapMap	NA21309	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21307	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21308	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21310	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21311	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21363	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21313	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21312	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21362	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21317	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21316	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21580	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21366	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21344	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21365	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21361	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21359	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21360	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21383	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21381	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21382	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21386	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21384	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21385	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21389	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21387	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21388	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21581	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21390	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21391	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21401	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21399	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21400	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21404	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21402	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21403	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21425	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21302	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21301	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21303	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21447	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21438	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21442	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21440	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21441	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21455	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21453	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21454	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21477	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21475	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21476	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21480	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21478	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21479	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21487	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21485	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21486	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21490	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21488	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21489	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21494	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21522	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21493	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21525	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21523	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21524	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21527	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21583	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21526	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21514	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21512	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21513	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21601	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21599	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21600	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21608	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21614	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21423	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21424	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21439	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21635	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21648	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21647	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
HapMap	MKK	AFR	HapMap	NA21686	#CAB2D6	#E41A1C	blue	Fam	10_AFR	80_MKK	9
